stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
36.149997,,CXIWTBRG,-86.858261,,,,,WHITE BRIDGE STATION INBOUND,0,CXIWTBRG,
36.157887,,11APORNN,-86.786591,,,,302 11TH AVE & PORTER ST,11TH AVE & PORTER ST NB,0,11APORNN,
36.190291,0,COW901SN,-86.781269,,,,952 COWAN ST,901 COWAN ST SB,0,COW901SN,
36.142249,0,CHEFORWN,-86.775425,,,,CHESTNUT ST & FORT NEGLEY BV,CHESTNUT ST & FORT NEGLEY BLVD WB,0,CHEFORWN,
36.152786,,MASAPPWM,-86.704462,,,,,MASSMAN DR & APPLETON DR WB,0,MASAPPWM,
36.196629,,LISMARNF,-86.762686,,,,,LISCHEY AVE & MARIE ST NB,0,LISMARNF,
36.010319,,MURFEREF,-86.543967,,,,5544 USHY 41 & FERGUS RD,MURFREESBORO PK & FERGUS RD,0,MURFEREF,
36.151061,0,20AWESNN,-86.799021,,,,20TH AV S & WEST END AV,20TH AVE S & WEST END AVE NB,0,20AWESNN,
36.133289,,BILTAPTS,-86.701186,,,,510 GLASTONBURY RD & BRILEY PKWY,BILTMORE APARTMENTS AT GLASTONBURY & MASSMAN,0,BILTAPTS,
36.163938,0,5AVCHUNM,-86.780627,,,,5TH AVE N & CHURCH ST,5TH AVE N & THE ARCADE NB,0,5AVCHUNM,
36.163054,0,5AVCHUNN,-86.780078,,,,5TH AVE N & OPRY PL,5TH AVE N & CHURCH ST NB,0,5AVCHUNN,
36.055201,1,MXOZELID,-86.642465,,,,,ZELIDA STATION OUTBOUND,0,MXOZELID,
36.18533,,LEBJACEM,-86.636017,,,,,LEBANON PIKE & JACKSON DOWNS BLVD E,0,LEBJACEM,
36.158381,,40ACLISN,-86.834411,,,,40 AVE & CLIFTON,40TH AVE N & CLIFTON AVE SB,0,40ACLISN,
36.182108,,LEBJACEF,-86.640891,,,,LEBANON PK & JACKSON DOWNS BLVD,LEBANON PIKE & JACKSON DOWNS BLV D,0,LEBJACEF,
36.184783,,MERARRNN,-86.768292,,,,,MERIDIAN ST & ARRINGTON ST NB,0,MERARRNN,
36.080171,,MURSHISM,-86.645483,,,,MURFREESBORO & MORTWAY,MURFREESBORO PIKE & SHIAWAY DR SB,0,MURSHISM,
36.14304,0,WES31AWN,-86.815175,,,,3062 WEST END AVE,WEST END AVE & 31ST AVE N WB,0,WES31AWN,
36.26144,0,DICTUCNF,-86.757429,,,,3740 DICKERSON PIKE & TUCKAHOE DR,DICKERSON PIKE & TUCKAHOE DR NB,0,DICTUCNF,
36.098019,1,NXOVERTS,-86.738758,,,,US HWY 31 ALT & VERITAS ST,VERITAS STATION OUTBOUND,0,NXOVERTS,
36.069199,,BAUSHEWN,-86.936292,,,,734 BAUGH RD,BAUGH RD & SHEFFIELD SQ WB,0,BAUSHEWN,
36.14195,,EDGPEDWF,-86.783867,,,,,EDGE HILL AVE & PEDWALK WB,0,EDGPEDWF,
36.253528,0,GALEMMSN,-86.716746,,,,889 GALLATIN PIKE S & EMMITT AVE,S GALLATIN PIKE & EMMITT AVE SB,0,GALEMMSN,
36.133499,,WEDMARWN,-86.770303,,,,,WEDGEWOOD AVE & MARTIN ST WB,0,WEDMARWN,
36.166513,0,33AJOHNM,-86.82674,,,,1175 33RD AVE & CLOVER ST,33RD AVE N & JOHN A MERRITT BLVD NB,0,33AJOHNM,
36.13214,0,MASKIPNM,-86.700675,,,,,MASSMAN DR & KIPLING DR NB,0,MASKIPNM,
36.197284,,ANDTYLNN,-86.608466,,,,ANDREW JACKSON PW & WEBER RD,ANDREW JACKSON PKWY & TYLER DR NB,0,ANDTYLNN,
36.140666,,WESACKEN,-86.817509,,,,,WEST END AVE & ACKLEN PARK DR EB,0,WESACKEN,
36.130649,,MASKIPNF,-86.700083,,,,,MASSMAN DR & KIPLING DR NB,0,MASKIPNF,
36.168367,,HAR8AWF,-86.788962,,,,,HARRISON ST & 8TH AVE N WB,0,HAR8AWF,
36.169948,0,EDTHEISN,-86.821455,,,,1231 ED TEMPLE BLVD & HEIMAN ST,ED TEMPLE BLVD & HEIMAN ST SB,0,EDTHEISN,
36.182047,,26ASALNN,-86.819382,,,,,26TH AVE N & SALEM MASON DR NB,0,26ASALNN,
36.149914,0,28APARNN,-86.817829,,,,,28TH AVE & PARK PLZ NB,0,28APARNN,
36.156172,0,NXOPBODY,-86.774124,,,,477 4TH AVE & PEABODY ST,PEABODY STATION OUTBOUND,0,NXOPBODY,
36.11203,,THOEIRWN,-86.762728,,,,,THOMPSON LN & E IRIS DR WB,0,THOEIRWN,
36.058921,0,NOLTUSNN,-86.716075,,,,NOLENSVILLE PK & TUSCULUM RD,NOLENSVILLE PIKE & TUSCULUM RD NB,0,NOLTUSNN,
36.104763,,GRAMAPNF,-86.79612,,,,,GRANNYWHITE PIKE & MAPLEHURST AVE N,0,GRAMAPNF,
36.164543,,DRDHERNF,-86.804504,,,,,DR DB TODD & HERMOSA NB,0,DRDHERNF,
36.129801,0,WBBTNF,-86.85491,,,,,WHITE BRIDGE RD & BROOKWOOD TERRACE,0,WBBTNF,
36.139136,,8AVHAMNN,-86.778286,,,,8TH AVENUE S & LYNWOOD,8TH AVE S & HAMILTON AVE NB,0,8AVHAMNN,
36.16394,0,ALB30AWN,-86.822222,,,,2988 ALBION ST & 30TH AVE,ALBION ST & 30ST AVE N WB,0,ALB30AWN,
36.163796,1,4AVCHUSN,-86.779079,,,,,4TH AVE N & CHURCH ST SB,0,4AVCHUSN,
36.211336,0,WHINOCWN,-86.797259,,,,2390 WHITES CREEK PIKE & NOCTURNE DR E,WHITES CREEK PIKE & W NOCTURNE DR W,0,WHINOCWN,
36.146548,,31ALONSN,-86.816414,,,,,31ST AVE N & LONG BLVD SB,0,31ALONSN,
36.186527,,CAS9AVEN,-86.804188,,,,,CASS ST & 9TH AVE N EB,0,CAS9AVEN,
36.256502,1,GXOMADWG,-86.71411,,,,665 GALLATIN PIKE S & NEELYS BEND RD,MADISON STATION OUTBOUND,0,GXOMADWG,
36.073501,0,COLHWYSF,-86.935334,,,,689 COLICE JEANNE RD,COLICE JEANNE RD & HWY 70 SB,0,COLHWYSF,
36.203485,0,BUEYOUNN,-86.820885,,,,2595 BUENA VISTA PIKE & YOUNGS LN,BUENA VISTA PK & YOUNGS LN NB,0,BUEYOUNN,
36.130773,,NXOWDCST,-86.755878,,,,NOLENSVILLE & WOODY CREST,WOODYCREST STATION OUTBOUND,0,NXOWDCST,
36.244647,0,SKYLINE,-86.749565,,,,RAMP,SKYLINE MEDICAL CENTER WB,0,SKYLINE,
36.130158,0,21ABLANN,-86.80197,,,,21ST AV S & BLAIR BV,21ST AVE S & BLAIR BLVD NB,0,21ABLANN,
36.204035,0,MCGGLEWN,-86.726778,,,,1263 MCGAVOCK PIKE & GLENMEADE DR,MCGAVOCK PIKE & GLENMEADE DR WB,0,MCGGLEWN,
36.263393,0,MYAEOLWN,-86.69033,,,,61 MYATT DR & RANDY RD,MYATT DR & E OLD HICKORY BLVD WB,0,MYAEOLWN,
36.145551,0,MURALUEF,-86.752862,,,,352 MURFREESBORO PIKE & LESTER AVE,MURFREESBORO PIKE & ALUMNI DR EB,0,MURALUEF,
36.159231,0,DRDPEANF,-86.800963,,,,18TH AVE N & 18TH AVE,DR DB TODD JR BLVD & PEARL ST NB,0,DRDPEANF,
36.078807,0,H70BAPWM,-86.951223,,,,HWY 70 S & BAPTIST BELLEVUE MEDICAL CENTER,HWY 70 S & BAPTIST BELLEVUE MEDICAL WB,0,H70BAPWM,
36.253312,0,NEEHOWEN,-86.698326,,,,,NEELYS BEND RD & HOWSE AVE EB,0,NEEHOWEN,
36.128444,,12AASHSF,-86.789105,,,,12TH AV S & ASHWOOD AV,12TH AVE S & ASHWOOD AVE SB,0,12AASHSF,
36.14392,1,ELMPOPWN,-86.727437,,,,1400 ELM HILL PIKE & POPLAR ST,ELM HILL PIKE & POPLAR ST WB,0,ELMPOPWN,
36.151711,0,FAILEWEN,-86.758107,,,,FAIN ST & UNKNOWN AL,FAIN ST & LEWIS ST EB,0,FAILEWEN,
36.075888,0,OLDBELSM,-86.921023,,,,OLD HICKORY BV & BELLE FOREST CR,OLD HICKORY BLVD & BELLE FOREST CR SB,0,OLDBELSM,
36.186802,0,MERCLENN,-86.768004,,,,,MERIDIAN ST & CLEVELAND ST NB,0,MERCLENN,
36.216458,0,WHIMALSF,-86.802178,,,,,WHITES CREEK PIKE & MALTA DR SB,0,WHIMALSF,
36.129996,1,21SBLASF,-86.802285,,,,21ST AV S & BLAIR BV,21ST AVE S & BLAIR SB,0,21SBLASF,
36.153539,0,28ACHASF,-86.818245,,,,,28TH AVE & CHARLOTTE AVE SB,0,28ACHASF,
36.237828,0,WALTPR,-86.724696,,,,,WALTON LN P&R,0,WALTPR,
36.075055,,NOLFLOSN,-86.725073,,,,NOLENSVILLE PK & FLORA MAXWELL RD,NOLENSVILLE PIKE & FLORA MAXWELL RD,0,NOLFLOSN,
36.157518,,MORILLSN,-86.853558,,,,MORROW RD & UNKNOWN AL,MORROW RD & ILLINOIS AVE SB,0,MORILLSN,
36.111799,,THOEIREF,-86.762652,,,,THOMPSON & E IRIS DR,THOMPSON LN & EAST IRIS DR,0,THOEIREF,
36.151873,0,CHAFAINN,-86.761954,,,,CHARLES E DAVIS BV & FAIN ST,CHARLES DAVID BLVD & FAIN ST NB,0,CHAFAINN,
36.141531,0,31AVANWF,-86.814575,,,,,31ST AVE & VANDERBILT PL WB,0,31AVANWF,
36.087288,1,HARANTWF,-86.692935,,,,HARDING PL & ANTIOCH PIKE,HARDING PL & ANTIOCH PK WB,0,HARANTWF,
36.147948,,21ABROSF,-86.799364,,,,21ST AVE S & BROADWAY,21ST AVE & BROADWAY AVE SB,0,21ABROSF,
36.108423,,POWPOWSN,-86.765856,,,,,POWELL AVE & POWELL PL SB,0,POWPOWSN,
36.186902,,CLE3RDEN,-86.766241,,,,,CLEVELAND ST & N 3RD ST EB,0,CLE3RDEN,
36.168499,,HERWARWN,-86.793355,,,,,HERMAN ST & WARREN ST WB,0,HERWARWN,
36.125798,,FRACRASF,-86.777029,,,,US HWY 31 & STATE HWY 6,FRANKLIN PK & CRAIGHEAD ST SB,0,FRACRASF,
36.176802,0,16SWOONN,-86.741874,,,,8 16TH ST S & WOODLAND ST,16TH ST & WOODLAND ST NB,0,16SWOONN,
36.14382,0,ELMTWIEM,-86.735244,,,,,ELM HILL PIKE & TWIN ELMS CT EB,0,ELMTWIEM,
36.196073,0,LISMARSF,-86.762889,,,,1380 LISCHEY AVE,LISCHEY AVE & MARIE ST SB,0,LISMARSF,
36.195483,,LEBBONNN,-86.621651,,,,LEBANON PK & BONNA SPRING DR,LEBANON PIKE & BONNA SPRING DR NB,0,LEBBONNN,
36.170207,,SHE17SEN,-86.74041,,,,,SHELBY AVE & S 17TH ST EB,0,SHE17SEN,
36.153711,,HERFAIEF,-86.755372,,,,,HERMITAGE AVE & FAIRFIELD AVE EB,0,HERFAIEF,
36.173766,,COCDBTWN,-86.808214,,,,COCKRILL ST & DR D B TODD JR BV,COCKRILL ST & DR DB TODD JR BLVD WB,0,COCDBTWN,
36.182529,,CAMCOUNN,-86.847711,,,,CAMILLA CALDWELL LN & COUNTY HOSPITAL RD,CAMILLA CALDWELL LN & COUNTY HOSPIT,0,CAMCOUNN,
36.115166,,GRABATNN,-86.79194,,,,GRANNY WHITE PK & BATTLEFIELD DR,GRANNY WHITE PIKE & BATTLEFIELD DR,0,GRABATNN,
36.507216,,SPFD1,-86.886086,,,,,SPRINGFIELD D/T P & R,0,SPFD1,
36.483692,,SPFD2,-86.887631,,,,,SPRINGFIELD WAL MART P & R,0,SPFD2,
36.161785,1,ALBALAWM,-86.835907,,,,1068 ALBION ST & ALAMEDA ST,ALBION ST & ALAMEDA AVE WB,0,ALBALAWM,
36.153661,0,11ALAUSF,-86.784135,,,,279 11TH AVE & LAUREL ST,11TH AVE & LAUREL ST SB,0,11ALAUSF,
36.203505,,ANDRVWNN,-86.606656,,,,ANDREW JACKSON PW & RACHELS VIEW,ANDREW JACKSON PKWY & RACHELS VIEW NB,0,ANDRVWNN,
36.083418,,LINWALEN,-86.704722,,,,LINBAR DR & LARGO DR,LINBAR DR & WALLACE RD,0,LINWALEN,
36.154046,0,HERFAIWF,-86.756457,,,,,HERMITAGE AVE & FAIRFIELD AVE WB,0,HERFAIWF,
36.199911,,GREMAIEM,-86.803637,,,,,GREAT CIRCLE RD & MAINSTREAM DR EB,0,GREMAIEM,
36.134037,1,12AACLSN,-86.788948,,,,1905 S 12TH AVE & ACKLEN AVE,12TH AVE S & ACKLEN AVE SB,0,12AACLSN,
36.144206,0,ELMTWIWF,-86.738218,,,,976 ELM HILL PIKE & TWIN ELMS CT,ELM HILL PIKE & TWIN ELMS CT WB,0,ELMTWIWF,
36.125943,0,HARKENEN,-86.84608,,,,4366 HARDING PIKE & KENNER AVE,WEST END AVE & HARDING PIKE EB,0,HARKENEN,
36.216494,,SILOLD,-86.789656,,,,,SILAS DR & OLD MATTHEWS RD SB,0,SILOLD,
36.158874,1,CXO17AVE,-86.798114,,,,CHARLOTTE AV & 17TH AV N,17TH AVE STATION OUTBOUND,0,CXO17AVE,
36.252894,0,GALEMMNN,-86.71689,,,,,GALLATIN PIKE & EMMITT AVE NB,0,GALEMMNN,
36.07497,,SAWPLASM,-86.946076,,,,,SAWYER BROWN RD & PLANTATION CT SB,0,SAWPLASM,
36.191684,,DICRICNN,-86.772668,,,,DICKERSON PK & RICHARDSON AV,DICKERSON PIKE & RICHARDSON AVE NB,0,DICRICNN,
36.163744,,21AHERSN,-86.808549,,,,,21ST AVE & HERMOSA ST SB,0,21AHERSN,
36.149861,,28APARSF,-86.817851,,,,,28TH AVE & PARK PLZ SB,0,28APARSF,
36.144663,0,WHIBURNN,-86.857809,,,,WHITEBRIDGE RD & BURGESS AVE,WHITE BRIDGE PIKE & BURGESS AVE NB,0,WHIBURNN,
36.179433,1,GXOFIVEF,-86.750111,,,,158 GALLATIN AVE,FIVE POINTS STATION OUTBOUND,0,GXOFIVEF,
36.239673,0,VAISPEEM,-86.768103,,,,VAILVIEW DR & OAKVIEW DR,VAILVIEW DR & SPEARS RD EB,0,VAISPEEM,
36.203663,1,GXIEHILF,-86.738539,,,,,EAST HILL STATION INBOUND,0,GXIEHILF,
36.221328,,DICPINSN,-86.761926,,,,DICKERSON PK & PINE RIDGE DR,DICKERSON PIKE & PINE RIDGE DR SB,0,DICPINSN,
36.167813,,JEFTEMWN,-86.820382,,,,,JEFFERSON ST & ED TEMPLE BLVD WB,0,JEFTEMWN,
36.121691,0,BRABERNM,-86.765483,,,,2605 BRANSFORD AVE,BRANSFORD AVE & BERRY RD NB,0,BRABERNM,
36.161813,,ALBALAEN,-86.835546,,,,PRESIOR DR & PRESLOR DR,ALBION ST & ALAMEDA AVE EB,0,ALBALAEN,
36.111281,,HILGRASN,-86.811431,,,,,HILLSBORO PIKE & GRAYBAR LN SB,0,HILGRASN,
36.132647,0,WALRAIEF,-86.763788,,,,474 WALSH RD,WALSH & RAINS EB (GEODIS),0,WALRAIEF,
36.267449,,MAYDUPSN,-86.695156,,,,,MAY DR & N. DUPONT AVE SB,0,MAYDUPSN,
36.059938,0,BELHHIWF,-86.640929,,,,704 BELL RD,BELL RD & HICKORY HIGHLANDS DR WB,0,BELHHIWF,
36.135345,0,21AACKSF,-86.801115,,,,21ST AV S & ACKLEN AV,21ST AVE S & ACKLEN AVE SB,0,21AACKSF,
36.167968,,JON29AWF,-86.821943,,,,,JOHN A MERRITT BLVD & 29TH AVE WB,0,JON29AWF,
36.204656,,LEBBELSF,-86.614804,,,,,LEBANON PIKE & BELINDA DR SB,0,LEBBELSF,
36.086253,1,NOLELYSN,-86.729671,,,,NOLENSVILLE & ELYSIAN FIELDS,ELYSIAN FIELDS STATION OUTBOUND,0,NOLELYSN,
36.155912,,HERMIDSN,-86.767211,,,,,HERMITAGE AVE & MIDDLETON ST SB,0,HERMIDSN,
36.077373,1,H70FOREM,-86.912033,,,,,HWY 70 & FOREST PARK APARTMENTS EB,0,H70FOREM,
36.150717,,MASMAPWF,-86.709254,,,,,MASSMAN DR & MAPLELEAF DR WB,0,MASMAPWF,
36.098669,,MURHAREN,-86.659698,,,,MURFREESBORO & TOWN PARK DR,MURFREESBORO PIKE & HARDING PL EB,0,MURHAREN,
36.161991,0,BRO2AWN,-86.775075,,,,BROADWAY & 2ND AV N,BROADWAY AVE & 2ND AVE N WB,0,BRO2AWN,
36.158394,0,BRO9AWF,-86.783577,,,,BROADWAY & 10TH AV N,BROADWAY AVE & 9TH AVE S WB,0,BRO9AWF,
36.151668,0,ELMROYEN,-86.677224,,,,,ELM HILL PIKE & ROYAL PKWY EB,0,ELMROYEN,
36.131479,0,BRABENSF,-86.768385,,,,,BRANSFORD AVE & BENTON AVE SB,0,BRABENSF,
36.152821,1,CXOSYLHE,-86.828059,,,,3572 CHARLOTTE AVE & 37TH AVE,37TH AVE/SYLVAN HEIGHTS STATION OUTBOUND,0,CXOSYLHE,
36.132889,0,WALRAIWN,-86.764667,,,,492 WALSH RD & WILSON DR,WALSH & RAINS WB (GEODIS),0,WALRAIWN,
36.150495,,ELMWANWN,-86.696659,,,,ELM HILL PK & WANDA DR,ELM HILL PIKE & WANDA DR WB,0,ELMWANWN,
36.150845,0,ELMWANWM,-86.69316,,,,2142 ELM HILL PIKE & SANBORN DR,ELM HILL PIKE & WANDA DR WB,0,ELMWANWM,
36.180536,,BUC10AWM,-86.802572,,,,BUCHANAN ST & 10TH AV N,BUCHANAN ST & 10TH AVE N WB,0,BUC10AWM,
36.161197,0,MLKIN,-86.80018,,,,1702 JO JOHNSTON AVE & 17TH AVE,MARTIN LUTHER KING SCHOOL IB,0,MLKIN,
36.076513,,NOLEDMSF,-86.725543,,,,4201 NOLENSVILLE PIKE & EDMONSON/WALLCE,NOLENSVILLE PIKE & EDMONSON PIKE SB,0,NOLEDMSF,
36.167788,0,SHE5SWN,-86.761976,,,,517 SHELBY AVE & 5TH ST S,SHELBY AVE & S 5TH ST WB,0,SHE5SWN,
36.051442,,OCANOLEN,-86.714537,,,,,OCALA DR & NOLENSVILLE PIKE EB,0,OCANOLEN,
36.158492,,CLI34AEN,-86.827075,,,,CLIFTON AV & 34TH AV N,CLIFTON AVE & 34TH AVE N EB,0,CLI34AEN,
36.18414,,CLA23AEN,-86.814736,,,,,CLARKSVILLE PIKE & 23RD AVE N EB,0,CLA23AEN,
36.216539,,OLDSIL,-86.789405,,,,,OLD MATTHEWS RD & SILAS DR NB,0,OLDSIL,
36.221122,1,REVWHIWF,-86.805488,,,,540 REVELS DR,REVELS DR & WHITES CREEK PK WB,0,REVWHIWF,
36.152325,,28ACITNN,-86.818473,,,,,28TH AVE N & CITY BLVD NB,0,28ACITNN,
36.109932,0,POWBRASF,-86.766778,,,,,POWELL AVE & BRANSFORD AVE SB,0,POWBRASF,
36.164228,0,PEARL,-86.815995,,,,,PEARL COHN,0,PEARL,
36.145617,,ELMAIRWF,-86.706264,,,,,ELM HILL PIKE & AIR LANE DR WB,0,ELMAIRWF,
36.110678,,POWBRASN,-86.767185,,,,,POWELL AVE & BRANSFORD AVE,0,POWBRASN,
36.090045,1,NXINVZOO,-86.733393,,,,NOLENSVILLE PK & ZOO RD,NASHVILLE ZOO STATION INBOUND,0,NXINVZOO,
36.153558,,HERDECEN,-86.753688,,,,,HERMITAGE AVE & DECATUR ST EB,0,HERDECEN,
36.272629,,ANDMAYWN,-86.69449,,,,,ANDERSON RD & MAY DR WB,0,ANDMAYWN,
36.177876,,3AMONSN,-86.786595,,,,3RD AV N & MONROE ST,3RD AVE N & MONROE ST SB,0,3AMONSN,
36.188321,,DOW25AEN,-86.816946,,,,,DOWLAN ST & 25TH AVE EB,0,DOW25AEN,
36.160713,0,51ATENNN,-86.84895,,,,TENNESSEE & 51 AVE,51ST AVE N & TENNESSEE AVE NB,0,51ATENNN,
36.178655,,ARTJANNF,-86.802692,,,,,ARTHUR AVE & JANE ST NB,0,ARTJANNF,
36.152723,0,8ADRENN,-86.779259,,,,8TH AV S & DREXEL ST,8TH AVE S & DREXELL ST NB,0,8ADRENN,
36.170314,,SHE17SWN,-86.740096,,,,,SHELBY AVE & S 17TH ST WB,0,SHE17SWN,
36.188429,,LISVERNN,-86.764075,,,,,LISCHEY AVE & VERNON WINFREY AVE NB,0,LISVERNN,
36.12719,,THOGOOEN,-86.700762,,,,,THOMPSON PL & GOODBAR DR EB,0,THOGOOEN,
36.220147,0,KINMEAEN,-86.825067,,,,,KINGS LN & MEADOW HILL DR EB,0,KINMEAEN,
